MONTH,YEAR,Predicted_Cases,BARANGAY_ID
12,2016,1.0,18
1,2017,0.0,18
2,2017,1.0,18
3,2017,0.0,18
4,2017,0.0,18
5,2017,0.0,18
6,2017,0.0,18
7,2017,2.0,18
8,2017,0.0,18
9,2017,2.0,18
10,2017,1.0,18
11,2017,3.0,18
12,2017,4.0,18
1,2018,5.0,18
2,2018,1.0,18
3,2018,3.0,18
4,2018,0.0,18
5,2018,0.0,18
6,2018,0.0,18
7,2018,0.0,18
8,2018,2.0,18
9,2018,2.0,18
10,2018,7.0,18
11,2018,3.0,18
12,2018,3.0,18
1,2019,10.0,18
2,2019,2.0,18
3,2019,1.0,18
4,2019,1.0,18
5,2019,4.0,18
6,2019,1.0,18
7,2019,30.0,18
8,2019,31.0,18
9,2019,25.0,18
10,2019,27.0,18
11,2019,22.0,18
12,2019,5.0,18
1,2020,2.0,18
2,2020,3.0,18
3,2020,0.0,18
4,2020,0.0,18
5,2020,0.0,18
6,2020,0.0,18
7,2020,0.0,18
8,2020,0.0,18
9,2020,0.0,18
10,2020,0.0,18
11,2020,0.0,18
12,2020,0.0,18
1,2021,2.0,18
2,2021,0.0,18
3,2021,0.0,18
4,2021,0.0,18
5,2021,0.0,18
6,2021,1.0,18
7,2021,0.0,18
8,2021,0.0,18
9,2021,1.0,18
10,2021,3.0,18
11,2021,8.0,18
12,2021,1.0,18
1,2022,4.0,18
2,2022,0.0,18
3,2022,0.0,18
4,2022,0.0,18
5,2022,0.0,18
6,2022,2.0,18
7,2022,6.0,18
8,2022,6.0,18
9,2022,1.0,18
10,2022,2.0,18
11,2022,1.0,18
12,2022,1.0,18
1,2023,1.0,18
2,2023,2.0,18
3,2023,0.0,18
4,2023,1.0,18
5,2023,0.0,18
6,2023,0.0,18
7,2023,0.0,18
8,2023,1.0,18
9,2023,1.0,18
10,2023,1.0,18
11,2023,1.0,18
12,2023,2.0,18
1,2024,1.0,18
2,2024,0.0,18
3,2024,0.0,18
4,2024,2.0,18
5,2024,0.0,18
6,2024,0.0,18
7,2024,0.0,18
8,2024,1.0,18
9,2024,8.0,18
10,2024,13.0,18
11,2024,8.0,18
12,2024,11.0,18
1,2010,0.0,19
2,2010,0.0,19
3,2010,0.0,19
4,2010,0.0,19
5,2010,0.0,19
6,2010,0.0,19
7,2010,0.0,19
8,2010,0.0,19
9,2010,0.0,19
10,2010,2.0,19
11,2010,0.0,19
12,2010,0.0,19
1,2011,0.0,19
2,2011,0.0,19
3,2011,0.0,19
4,2011,0.0,19
5,2011,0.0,19
6,2011,0.0,19
7,2011,0.0,19
8,2011,0.0,19
9,2011,0.0,19
10,2011,1.0,19
11,2011,1.0,19
12,2011,0.0,19
1,2012,0.0,19
2,2012,0.0,19
3,2012,0.0,19
4,2012,0.0,19
5,2012,0.0,19
6,2012,0.0,19
7,2012,0.0,19
8,2012,1.0,19
9,2012,0.0,19
10,2012,0.0,19
11,2012,0.0,19
12,2012,0.0,19
1,2013,0.0,19
2,2013,0.0,19
3,2013,0.0,19
4,2013,0.0,19
5,2013,0.0,19
6,2013,0.0,19
7,2013,0.0,19
8,2013,0.0,19
9,2013,1.0,19
10,2013,1.0,19
11,2013,0.0,19
12,2013,0.0,19
1,2014,0.0,19
2,2014,0.0,19
3,2014,0.0,19
4,2014,0.0,19
5,2014,0.0,19
6,2014,0.0,19
7,2014,0.0,19
8,2014,1.0,19
9,2014,0.0,19
10,2014,0.0,19
11,2014,0.0,19
12,2014,0.0,19
1,2015,0.0,19
2,2015,0.0,19
3,2015,0.0,19
4,2015,1.0,19
5,2015,0.0,19
6,2015,0.0,19
7,2015,3.0,19
8,2015,0.0,19
9,2015,4.0,19
10,2015,2.0,19
11,2015,1.0,19
12,2015,2.0,19
1,2016,1.0,19
2,2016,0.0,19
3,2016,0.0,19
4,2016,0.0,19
5,2016,0.0,19
6,2016,0.0,19
7,2016,0.0,19
8,2016,0.0,19
9,2016,0.0,19
10,2016,0.0,19
11,2016,0.0,19
12,2016,0.0,19
1,2017,0.0,19
2,2017,0.0,19
3,2017,0.0,19
4,2017,0.0,19
5,2017,0.0,19
6,2017,0.0,19
7,2017,0.0,19
8,2017,0.0,19
9,2017,0.0,19
10,2017,0.0,19
11,2017,1.0,19
12,2017,1.0,19
1,2018,1.0,19
2,2018,0.0,19
3,2018,0.0,19
4,2018,0.0,19
5,2018,0.0,19
6,2018,0.0,19
7,2018,0.0,19
8,2018,0.0,19
9,2018,0.0,19
10,2018,0.0,19
11,2018,0.0,19
12,2018,0.0,19
1,2019,0.0,19
2,2019,0.0,19
3,2019,0.0,19
4,2019,0.0,19
5,2019,0.0,19
6,2019,0.0,19
7,2019,1.0,19
8,2019,1.0,19
9,2019,4.0,19
10,2019,2.0,19
11,2019,2.0,19
12,2019,0.0,19
1,2020,1.0,19
2,2020,2.0,19
3,2020,2.0,19
4,2020,0.0,19
5,2020,0.0,19
6,2020,0.0,19
7,2020,0.0,19
8,2020,0.0,19
9,2020,0.0,19
10,2020,0.0,19
11,2020,0.0,19
12,2020,0.0,19
1,2021,0.0,19
2,2021,1.0,19
3,2021,0.0,19
4,2021,0.0,19
5,2021,0.0,19
6,2021,0.0,19
7,2021,0.0,19
8,2021,0.0,19
9,2021,1.0,19
10,2021,0.0,19
11,2021,0.0,19
12,2021,0.0,19
1,2022,0.0,19
2,2022,0.0,19
3,2022,0.0,19
4,2022,0.0,19
5,2022,1.0,19
6,2022,1.0,19
7,2022,0.0,19
8,2022,4.0,19
9,2022,0.0,19
10,2022,0.0,19
11,2022,1.0,19
12,2022,0.0,19
1,2023,0.0,19
2,2023,0.0,19
3,2023,0.0,19
4,2023,0.0,19
5,2023,0.0,19
6,2023,0.0,19
7,2023,0.0,19
8,2023,0.0,19
9,2023,0.0,19
10,2023,0.0,19
11,2023,0.0,19
12,2023,0.0,19
1,2024,0.0,19
2,2024,0.0,19
3,2024,0.0,19
4,2024,0.0,19
5,2024,0.0,19
6,2024,0.0,19
7,2024,0.0,19
8,2024,0.0,19
9,2024,2.0,19
10,2024,2.0,19
11,2024,1.0,19
12,2024,1.0,19
1,2010,0.0,20
2,2010,0.0,20
3,2010,0.0,20
4,2010,0.0,20
5,2010,0.0,20
6,2010,0.0,20
7,2010,0.0,20
8,2010,0.0,20
9,2010,0.0,20
10,2010,1.0,20
11,2010,0.0,20
12,2010,0.0,20
1,2011,0.0,20
2,2011,0.0,20
3,2011,0.0,20
4,2011,0.0,20
5,2011,0.0,20
6,2011,0.0,20
7,2011,2.0,20
8,2011,0.0,20
9,2011,0.0,20
10,2011,0.0,20
11,2011,0.0,20
12,2011,0.0,20
1,2012,0.0,20
2,2012,0.0,20
3,2012,0.0,20
4,2012,0.0,20
5,2012,0.0,20
6,2012,0.0,20
7,2012,0.0,20
8,2012,0.0,20
9,2012,0.0,20
10,2012,0.0,20
11,2012,0.0,20
12,2012,0.0,20
1,2013,1.0,20
2,2013,0.0,20
3,2013,0.0,20
4,2013,0.0,20
5,2013,0.0,20
6,2013,0.0,20
7,2013,1.0,20
8,2013,0.0,20
9,2013,0.0,20
10,2013,0.0,20
11,2013,0.0,20
12,2013,1.0,20
1,2014,0.0,20
2,2014,0.0,20
3,2014,0.0,20
4,2014,0.0,20
5,2014,0.0,20
6,2014,0.0,20
7,2014,0.0,20
8,2014,0.0,20
9,2014,0.0,20
10,2014,0.0,20
11,2014,0.0,20
12,2014,0.0,20
1,2015,0.0,20
2,2015,0.0,20
3,2015,1.0,20
4,2015,0.0,20
5,2015,0.0,20
6,2015,0.0,20
7,2015,0.0,20
8,2015,2.0,20
9,2015,6.0,20
10,2015,13.0,20
11,2015,6.0,20
12,2015,0.0,20
1,2016,1.0,20
2,2016,0.0,20
3,2016,0.0,20
4,2016,0.0,20
5,2016,0.0,20
6,2016,0.0,20
7,2016,0.0,20
8,2016,0.0,20
9,2016,0.0,20
10,2016,0.0,20
11,2016,0.0,20
12,2016,1.0,20
1,2017,0.0,20
2,2017,0.0,20
3,2017,0.0,20
4,2017,0.0,20
5,2017,0.0,20
6,2017,0.0,20
7,2017,1.0,20
8,2017,1.0,20
9,2017,1.0,20
10,2017,0.0,20
11,2017,1.0,20
12,2017,0.0,20
1,2018,4.0,20
2,2018,0.0,20
3,2018,0.0,20
4,2018,0.0,20
5,2018,0.0,20
6,2018,0.0,20
7,2018,0.0,20
8,2018,0.0,20
9,2018,0.0,20
10,2018,1.0,20
11,2018,3.0,20
12,2018,0.0,20
1,2019,0.0,20
2,2019,0.0,20
3,2019,0.0,20
4,2019,0.0,20
5,2019,1.0,20
6,2019,0.0,20
7,2019,0.0,20
8,2019,2.0,20
9,2019,8.0,20
10,2019,2.0,20
11,2019,2.0,20
12,2019,0.0,20
1,2020,0.0,20
2,2020,0.0,20
3,2020,0.0,20
4,2020,0.0,20
5,2020,0.0,20
6,2020,0.0,20
7,2020,0.0,20
8,2020,0.0,20
9,2020,0.0,20
10,2020,0.0,20
11,2020,0.0,20
12,2020,0.0,20
1,2021,0.0,20
2,2021,0.0,20
3,2021,0.0,20
4,2021,0.0,20
5,2021,0.0,20
6,2021,0.0,20
7,2021,0.0,20
8,2021,0.0,20
9,2021,0.0,20
10,2021,0.0,20
11,2021,0.0,20
12,2021,0.0,20
1,2022,0.0,20
2,2022,0.0,20
3,2022,0.0,20
4,2022,1.0,20
5,2022,0.0,20
6,2022,0.0,20
7,2022,2.0,20
8,2022,2.0,20
9,2022,2.0,20
10,2022,1.0,20
11,2022,0.0,20
12,2022,0.0,20
1,2023,0.0,20
2,2023,0.0,20
3,2023,0.0,20
4,2023,0.0,20
5,2023,0.0,20
6,2023,0.0,20
7,2023,1.0,20
8,2023,0.0,20
9,2023,0.0,20
10,2023,0.0,20
11,2023,0.0,20
12,2023,0.0,20
1,2024,0.0,20
2,2024,0.0,20
3,2024,0.0,20
4,2024,0.0,20
5,2024,0.0,20
6,2024,0.0,20
7,2024,1.0,20
8,2024,1.0,20
9,2024,1.0,20
10,2024,1.0,20
11,2024,0.0,20
12,2024,1.0,20
1,2010,0.0,21
2,2010,1.0,21
3,2010,0.0,21
4,2010,0.0,21
5,2010,0.0,21
6,2010,1.0,21
7,2010,1.0,21
8,2010,1.0,21
9,2010,9.0,21
10,2010,11.0,21
11,2010,5.0,21
12,2010,1.0,21
1,2011,6.0,21
2,2011,2.0,21
3,2011,1.0,21
4,2011,0.0,21
5,2011,0.0,21
6,2011,0.0,21
7,2011,1.0,21
8,2011,3.0,21
9,2011,4.0,21
10,2011,0.0,21
11,2011,0.0,21
12,2011,1.0,21
1,2012,2.0,21
2,2012,2.0,21
3,2012,4.0,21
4,2012,2.0,21
5,2012,0.0,21
6,2012,7.0,21
7,2012,25.0,21
8,2012,9.0,21
9,2012,19.0,21
10,2012,11.0,21
11,2012,4.0,21
12,2012,1.0,21
1,2013,3.0,21
2,2013,0.0,21
3,2013,2.0,21
4,2013,0.0,21
5,2013,0.0,21
6,2013,1.0,21
7,2013,4.0,21
8,2013,3.0,21
9,2013,6.0,21
10,2013,7.0,21
11,2013,7.0,21
12,2013,3.0,21
1,2014,2.0,21
2,2014,2.0,21
3,2014,4.0,21
4,2014,2.0,21
5,2014,0.0,21
6,2014,7.0,21
7,2014,25.0,21
8,2014,9.0,21
9,2014,19.0,21
10,2014,11.0,21
11,2014,4.0,21
12,2014,1.0,21
1,2015,10.0,21
2,2015,13.0,21
3,2015,5.0,21
4,2015,2.0,21
5,2015,1.0,21
6,2015,1.0,21
7,2015,2.0,21
8,2015,15.0,21
9,2015,30.0,21
10,2015,69.0,21
11,2015,21.0,21
12,2015,13.0,21
1,2016,7.0,21
2,2016,6.0,21
3,2016,1.0,21
4,2016,0.0,21
5,2016,1.0,21
6,2016,0.0,21
7,2016,2.0,21
8,2016,3.0,21
9,2016,1.0,21
10,2016,1.0,21
11,2016,4.0,21
12,2016,3.0,21
1,2017,3.0,21
2,2017,5.0,21
3,2017,5.0,21
4,2017,4.0,21
5,2017,0.0,21
6,2017,1.0,21
7,2017,5.0,21
8,2017,11.0,21
9,2017,16.0,21
10,2017,9.0,21
11,2017,11.0,21
12,2017,5.0,21
1,2018,7.0,21
2,2018,3.0,21
3,2018,1.0,21
4,2018,0.0,21
5,2018,2.0,21
6,2018,4.0,21
7,2018,1.0,21
8,2018,3.0,21
9,2018,5.0,21
10,2018,24.0,21
11,2018,20.0,21
12,2018,14.0,21
1,2019,10.0,21
2,2019,9.0,21
3,2019,10.0,21
4,2019,3.0,21
5,2019,4.0,21
6,2019,13.0,21
7,2019,45.0,21
8,2019,52.0,21
9,2019,61.0,21
10,2019,25.0,21
11,2019,25.0,21
12,2019,15.0,21
1,2020,14.0,21
2,2020,7.0,21
3,2020,0.0,21
4,2020,0.0,21
5,2020,0.0,21
6,2020,1.0,21
7,2020,0.0,21
8,2020,0.0,21
9,2020,0.0,21
10,2020,1.0,21
11,2020,3.0,21
12,2020,2.0,21
1,2021,2.0,21
2,2021,2.0,21
3,2021,1.0,21
4,2021,2.0,21
5,2021,1.0,21
6,2021,0.0,21
7,2021,0.0,21
8,2021,1.0,21
9,2021,1.0,21
10,2021,2.0,21
11,2021,4.0,21
12,2021,0.0,21
1,2022,0.0,21
2,2022,1.0,21
3,2022,0.0,21
4,2022,0.0,21
5,2022,1.0,21
6,2022,1.0,21
7,2022,4.0,21
8,2022,1.0,21
9,2022,3.0,21
10,2022,2.0,21
11,2022,4.0,21
12,2022,6.0,21
1,2023,6.0,21
2,2023,1.0,21
3,2023,3.0,21
4,2023,5.0,21
5,2023,5.0,21
6,2023,5.0,21
7,2023,3.0,21
8,2023,3.0,21
9,2023,10.0,21
10,2023,16.0,21
11,2023,8.0,21
12,2023,5.0,21
1,2024,9.0,21
2,2024,7.0,21
3,2024,4.0,21
4,2024,4.0,21
5,2024,2.0,21
6,2024,1.0,21
7,2024,11.0,21
8,2024,5.0,21
9,2024,8.0,21
10,2024,39.0,21
11,2024,46.0,21
12,2024,40.0,21
1,2010,0.0,22
2,2010,0.0,22
3,2010,0.0,22
4,2010,0.0,22
5,2010,0.0,22
6,2010,0.0,22
7,2010,0.0,22
8,2010,1.0,22
9,2010,1.0,22
10,2010,2.0,22
11,2010,1.0,22
12,2010,1.0,22
1,2011,4.0,22
2,2011,1.0,22
3,2011,0.0,22
4,2011,1.0,22
5,2011,0.0,22
6,2011,0.0,22
7,2011,1.0,22
8,2011,1.0,22
9,2011,5.0,22
10,2011,2.0,22
11,2011,0.0,22
12,2011,0.0,22
1,2012,0.0,22
2,2012,0.0,22
3,2012,0.0,22
4,2012,0.0,22
5,2012,0.0,22
6,2012,1.0,22
7,2012,5.0,22
8,2012,8.0,22
9,2012,6.0,22
10,2012,5.0,22
11,2012,1.0,22
12,2012,0.0,22
1,2013,1.0,22
2,2013,0.0,22
3,2013,1.0,22
4,2013,0.0,22
5,2013,3.0,22
6,2013,1.0,22
7,2013,1.0,22
8,2013,1.0,22
9,2013,3.0,22
10,2013,3.0,22
11,2013,4.0,22
12,2013,3.0,22
1,2014,0.0,22
2,2014,0.0,22
3,2014,0.0,22
4,2014,0.0,22
5,2014,0.0,22
6,2014,1.0,22
7,2014,5.0,22
8,2014,8.0,22
9,2014,6.0,22
10,2014,5.0,22
11,2014,1.0,22
12,2014,0.0,22
1,2015,2.0,22
2,2015,0.0,22
3,2015,1.0,22
4,2015,0.0,22
5,2015,0.0,22
6,2015,0.0,22
7,2015,1.0,22
8,2015,2.0,22
9,2015,15.0,22
10,2015,11.0,22
11,2015,7.0,22
12,2015,5.0,22
1,2016,1.0,22
2,2016,0.0,22
3,2016,0.0,22
4,2016,0.0,22
5,2016,0.0,22
6,2016,1.0,22
7,2016,0.0,22
8,2016,0.0,22
9,2016,0.0,22
10,2016,0.0,22
11,2016,0.0,22
12,2016,2.0,22
1,2017,1.0,22
2,2017,0.0,22
3,2017,0.0,22
4,2017,0.0,22
5,2017,0.0,22
6,2017,0.0,22
7,2017,0.0,22
8,2017,0.0,22
9,2017,3.0,22
10,2017,2.0,22
11,2017,4.0,22
12,2017,2.0,22
1,2018,2.0,22
2,2018,0.0,22
3,2018,0.0,22
4,2018,0.0,22
5,2018,0.0,22
6,2018,0.0,22
7,2018,1.0,22
8,2018,6.0,22
9,2018,5.0,22
10,2018,4.0,22
11,2018,3.0,22
12,2018,2.0,22
1,2019,3.0,22
2,2019,3.0,22
3,2019,2.0,22
4,2019,1.0,22
5,2019,0.0,22
6,2019,1.0,22
7,2019,6.0,22
8,2019,22.0,22
9,2019,14.0,22
10,2019,4.0,22
11,2019,3.0,22
12,2019,4.0,22
1,2020,4.0,22
2,2020,1.0,22
3,2020,0.0,22
4,2020,0.0,22
5,2020,0.0,22
6,2020,0.0,22
7,2020,1.0,22
8,2020,0.0,22
9,2020,1.0,22
10,2020,0.0,22
11,2020,0.0,22
12,2020,0.0,22
1,2021,5.0,22
2,2021,3.0,22
3,2021,1.0,22
4,2021,0.0,22
5,2021,0.0,22
6,2021,0.0,22
7,2021,0.0,22
8,2021,0.0,22
9,2021,0.0,22
10,2021,1.0,22
11,2021,2.0,22
12,2021,0.0,22
1,2022,1.0,22
2,2022,0.0,22
3,2022,0.0,22
4,2022,0.0,22
5,2022,0.0,22
6,2022,0.0,22
7,2022,2.0,22
8,2022,2.0,22
9,2022,2.0,22
10,2022,0.0,22
11,2022,1.0,22
12,2022,1.0,22
1,2023,0.0,22
2,2023,0.0,22
3,2023,0.0,22
4,2023,0.0,22
5,2023,1.0,22
6,2023,0.0,22
7,2023,1.0,22
8,2023,1.0,22
9,2023,2.0,22
10,2023,1.0,22
11,2023,0.0,22
12,2023,1.0,22
1,2024,3.0,22
2,2024,0.0,22
3,2024,0.0,22
4,2024,0.0,22
5,2024,2.0,22
6,2024,0.0,22
7,2024,1.0,22
8,2024,2.0,22
9,2024,5.0,22
10,2024,9.0,22
11,2024,3.0,22
12,2024,3.0,22
1,2010,0.0,23
2,2010,0.0,23
3,2010,0.0,23
4,2010,0.0,23
5,2010,0.0,23
6,2010,0.0,23
7,2010,0.0,23
8,2010,1.0,23
9,2010,5.0,23
10,2010,0.0,23
11,2010,1.0,23
12,2010,1.0,23
1,2011,1.0,23
2,2011,2.0,23
3,2011,1.0,23
4,2011,1.0,23
5,2011,0.0,23
6,2011,0.0,23
7,2011,2.0,23
8,2011,9.0,23
9,2011,5.0,23
10,2011,2.0,23
11,2011,1.0,23
12,2011,0.0,23
1,2012,1.0,23
2,2012,0.0,23
3,2012,0.0,23
4,2012,0.0,23
5,2012,0.0,23
6,2012,4.0,23
7,2012,2.0,23
8,2012,7.0,23
9,2012,5.0,23
10,2012,4.0,23
11,2012,0.0,23
12,2012,5.0,23
1,2013,1.0,23
2,2013,0.0,23
3,2013,0.0,23
4,2013,0.0,23
5,2013,0.0,23
6,2013,0.0,23
7,2013,3.0,23
8,2013,3.0,23
9,2013,1.0,23
10,2013,7.0,23
11,2013,5.0,23
12,2013,0.0,23
1,2014,1.0,23
2,2014,0.0,23
3,2014,0.0,23
4,2014,0.0,23
5,2014,0.0,23
6,2014,4.0,23
7,2014,2.0,23
8,2014,7.0,23
9,2014,5.0,23
10,2014,4.0,23
11,2014,0.0,23
12,2014,5.0,23
1,2015,5.0,23
2,2015,2.0,23
3,2015,2.0,23
4,2015,1.0,23
5,2015,0.0,23
6,2015,1.0,23
7,2015,5.0,23
8,2015,10.0,23
9,2015,15.0,23
10,2015,22.0,23
11,2015,7.0,23
12,2015,7.0,23
1,2016,1.0,23
2,2016,2.0,23
3,2016,0.0,23
4,2016,0.0,23
5,2016,0.0,23
6,2016,2.0,23
7,2016,0.0,23
8,2016,0.0,23
9,2016,2.0,23
10,2016,0.0,23
11,2016,0.0,23
12,2016,0.0,23
1,2017,2.0,23
2,2017,0.0,23
3,2017,1.0,23
4,2017,0.0,23
5,2017,0.0,23
6,2017,0.0,23
7,2017,1.0,23
8,2017,1.0,23
9,2017,0.0,23
10,2017,2.0,23
11,2017,2.0,23
12,2017,3.0,23
1,2018,1.0,23
2,2018,0.0,23
3,2018,0.0,23
4,2018,2.0,23
5,2018,1.0,23
6,2018,1.0,23
7,2018,10.0,23
8,2018,6.0,23
9,2018,4.0,23
10,2018,3.0,23
11,2018,2.0,23
12,2018,11.0,23
1,2019,11.0,23
2,2019,7.0,23
3,2019,4.0,23
4,2019,2.0,23
5,2019,1.0,23
6,2019,7.0,23
7,2019,27.0,23
8,2019,48.0,23
9,2019,22.0,23
10,2019,12.0,23
11,2019,10.0,23
12,2019,13.0,23
1,2020,7.0,23
2,2020,1.0,23
3,2020,0.0,23
4,2020,0.0,23
5,2020,0.0,23
6,2020,0.0,23
7,2020,0.0,23
8,2020,0.0,23
9,2020,0.0,23
10,2020,0.0,23
11,2020,1.0,23
12,2020,2.0,23
1,2021,3.0,23
2,2021,0.0,23
3,2021,0.0,23
4,2021,0.0,23
5,2021,1.0,23
6,2021,0.0,23
7,2021,1.0,23
8,2021,0.0,23
9,2021,1.0,23
10,2021,0.0,23
11,2021,0.0,23
12,2021,2.0,23
1,2022,0.0,23
2,2022,0.0,23
3,2022,0.0,23
4,2022,0.0,23
5,2022,0.0,23
6,2022,1.0,23
7,2022,7.0,23
8,2022,6.0,23
9,2022,3.0,23
10,2022,3.0,23
11,2022,3.0,23
12,2022,0.0,23
1,2023,0.0,23
2,2023,3.0,23
3,2023,0.0,23
4,2023,0.0,23
5,2023,0.0,23
6,2023,0.0,23
7,2023,0.0,23
8,2023,2.0,23
9,2023,0.0,23
10,2023,2.0,23
11,2023,0.0,23
12,2023,1.0,23
1,2024,0.0,23
2,2024,1.0,23
3,2024,2.0,23
4,2024,0.0,23
5,2024,1.0,23
6,2024,2.0,23
7,2024,5.0,23
8,2024,8.0,23
9,2024,19.0,23
10,2024,17.0,23
11,2024,12.0,23
12,2024,8.0,23
1,2010,1.0,24
2,2010,0.0,24
3,2010,0.0,24
4,2010,0.0,24
5,2010,0.0,24
6,2010,0.0,24
7,2010,2.0,24
8,2010,6.0,24
9,2010,6.0,24
10,2010,3.0,24
11,2010,1.0,24
12,2010,0.0,24
1,2011,1.0,24
2,2011,2.0,24
3,2011,0.0,24
4,2011,0.0,24
5,2011,0.0,24
6,2011,0.0,24
7,2011,1.0,24
8,2011,5.0,24
9,2011,1.0,24
10,2011,0.0,24
11,2011,2.0,24
12,2011,4.0,24
1,2012,0.0,24
2,2012,1.0,24
3,2012,1.0,24
4,2012,0.0,24
5,2012,0.0,24
6,2012,2.0,24
7,2012,1.0,24
8,2012,4.0,24
9,2012,4.0,24
10,2012,6.0,24
11,2012,1.0,24
12,2012,3.0,24
1,2013,0.0,24
2,2013,0.0,24
3,2013,1.0,24
4,2013,0.0,24
5,2013,0.0,24
6,2013,0.0,24
7,2013,3.0,24
8,2013,2.0,24
9,2013,13.0,24
10,2013,6.0,24
11,2013,8.0,24
12,2013,5.0,24
1,2014,0.0,24
2,2014,1.0,24
3,2014,1.0,24
4,2014,0.0,24
5,2014,0.0,24
6,2014,2.0,24
7,2014,1.0,24
8,2014,4.0,24
9,2014,4.0,24
10,2014,6.0,24
11,2014,1.0,24
12,2014,3.0,24
1,2015,2.0,24
2,2015,9.0,24
3,2015,3.0,24
4,2015,1.0,24
5,2015,1.0,24
6,2015,1.0,24
7,2015,2.0,24
8,2015,20.0,24
9,2015,20.0,24
10,2015,23.0,24
11,2015,10.0,24
12,2015,2.0,24
1,2016,0.0,24
2,2016,2.0,24
3,2016,0.0,24
4,2016,0.0,24
5,2016,0.0,24
6,2016,0.0,24
7,2016,0.0,24
8,2016,1.0,24
9,2016,1.0,24
10,2016,3.0,24
11,2016,1.0,24
12,2016,4.0,24
1,2017,2.0,24
2,2017,0.0,24
3,2017,2.0,24
4,2017,0.0,24
5,2017,0.0,24
6,2017,2.0,24
7,2017,0.0,24
8,2017,2.0,24
9,2017,2.0,24
10,2017,1.0,24
11,2017,2.0,24
12,2017,3.0,24
1,2018,1.0,24
2,2018,0.0,24
3,2018,0.0,24
4,2018,0.0,24
5,2018,1.0,24
6,2018,1.0,24
7,2018,2.0,24
8,2018,5.0,24
9,2018,1.0,24
10,2018,4.0,24
11,2018,2.0,24
12,2018,7.0,24
1,2019,2.0,24
2,2019,3.0,24
3,2019,1.0,24
4,2019,1.0,24
5,2019,0.0,24
6,2019,0.0,24
7,2019,8.0,24
8,2019,14.0,24
9,2019,20.0,24
10,2019,12.0,24
11,2019,10.0,24
12,2019,8.0,24
1,2020,4.0,24
2,2020,0.0,24
3,2020,0.0,24
4,2020,0.0,24
5,2020,0.0,24
6,2020,0.0,24
7,2020,0.0,24
8,2020,0.0,24
9,2020,0.0,24
10,2020,1.0,24
11,2020,0.0,24
12,2020,0.0,24
1,2021,1.0,24
2,2021,2.0,24
3,2021,0.0,24
4,2021,0.0,24
5,2021,0.0,24
6,2021,0.0,24
7,2021,0.0,24
8,2021,1.0,24
9,2021,0.0,24
10,2021,3.0,24
11,2021,1.0,24
12,2021,0.0,24
1,2022,0.0,24
2,2022,1.0,24
3,2022,0.0,24
4,2022,1.0,24
5,2022,1.0,24
6,2022,0.0,24
7,2022,2.0,24
8,2022,2.0,24
9,2022,0.0,24
10,2022,5.0,24
11,2022,2.0,24
12,2022,1.0,24
1,2023,2.0,24
2,2023,1.0,24
3,2023,0.0,24
4,2023,1.0,24
5,2023,1.0,24
6,2023,0.0,24
7,2023,3.0,24
8,2023,3.0,24
9,2023,1.0,24
10,2023,3.0,24
11,2023,7.0,24
12,2023,1.0,24
1,2024,2.0,24
2,2024,1.0,24
3,2024,1.0,24
4,2024,0.0,24
5,2024,0.0,24
6,2024,1.0,24
7,2024,0.0,24
8,2024,2.0,24
9,2024,2.0,24
10,2024,13.0,24
11,2024,17.0,24
12,2024,14.0,24
1,2010,0.0,25
2,2010,0.0,25
3,2010,0.0,25
4,2010,0.0,25
5,2010,0.0,25
6,2010,0.0,25
7,2010,0.0,25
8,2010,2.0,25
9,2010,1.0,25
10,2010,0.0,25
11,2010,0.0,25
12,2010,0.0,25
1,2011,0.0,25
2,2011,0.0,25
3,2011,0.0,25
4,2011,0.0,25
5,2011,0.0,25
6,2011,0.0,25
7,2011,1.0,25
8,2011,3.0,25
9,2011,2.0,25
10,2011,0.0,25
11,2011,2.0,25
12,2011,0.0,25
1,2012,0.0,25
2,2012,2.0,25
3,2012,0.0,25
4,2012,2.0,25
5,2012,2.0,25
6,2012,2.0,25
7,2012,4.0,25
8,2012,6.0,25
9,2012,7.0,25
10,2012,6.0,25
11,2012,3.0,25
12,2012,1.0,25
1,2013,1.0,25
2,2013,0.0,25
3,2013,0.0,25
4,2013,0.0,25
5,2013,2.0,25
6,2013,0.0,25
7,2013,2.0,25
8,2013,0.0,25
9,2013,1.0,25
10,2013,2.0,25
11,2013,0.0,25
12,2013,2.0,25
1,2014,0.0,25
2,2014,2.0,25
3,2014,0.0,25
4,2014,2.0,25
5,2014,2.0,25
6,2014,2.0,25
7,2014,4.0,25
8,2014,6.0,25
9,2014,7.0,25
10,2014,6.0,25
11,2014,3.0,25
12,2014,1.0,25
1,2015,1.0,25
2,2015,2.0,25
3,2015,0.0,25
4,2015,1.0,25
5,2015,0.0,25
6,2015,2.0,25
7,2015,1.0,25
8,2015,7.0,25
9,2015,16.0,25
10,2015,22.0,25
11,2015,10.0,25
12,2015,3.0,25
1,2016,1.0,25
2,2016,0.0,25
3,2016,0.0,25
4,2016,0.0,25
5,2016,0.0,25
6,2016,0.0,25
7,2016,1.0,25
8,2016,0.0,25
9,2016,0.0,25
10,2016,0.0,25
11,2016,1.0,25
12,2016,0.0,25
1,2017,0.0,25
2,2017,0.0,25
3,2017,4.0,25
4,2017,0.0,25
5,2017,0.0,25
6,2017,0.0,25
7,2017,1.0,25
8,2017,1.0,25
9,2017,0.0,25
